symbol_a,symbol_b,pearson_rho,stage1_rank,n_obs,n_obs_trading_days,data_start,data_end,Q_beta,Q_alpha,Q_beta_sqrt,Q_alpha_sqrt,Q_beta_annualised,Q_alpha_annualised,R,R_sqrt,SNR_beta_R,SNR_alpha_R,log_likelihood,log_likelihood_per_obs,em_iterations,em_converged,beta_initial,beta_final,beta_mean,beta_std,beta_drift_total,alpha_initial,alpha_final,alpha_mean,alpha_std,P_beta_final,P_alpha_final,kalman_gain_beta_mean,kalman_gain_alpha_mean,innovation_mean,innovation_std,spread_mean,spread_std,spread_skew,spread_kurtosis,spread_min,spread_max,spread_autocorr_lag1,ou_kappa,ou_mu,ou_sigma,half_life_minutes,half_life_hours,ou_equilibrium_minutes,spread_stationary_std,ar1_phi,ar1_c,ar1_phi_pvalue,adf_stat,adf_pvalue,adf_critical_1pct,adf_critical_5pct,adf_critical_10pct,hurst_exponent,tradeable,tradeable_reason,runtime_s,skipped,skip_reason,error
RVNL,SUZLON,0.418752,240,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0037037298,0.060858276,2.699981e-10,2.699981e-10,54187.104,1.224567,15,False,0.36083343,0.34794385,0.3591066,0.0071971891,0.012889575,4.3264268,4.3215644,4.3244255,0.0018567562,1.7130905e-08,4.3199261e-08,6.2329245e-05,2.3001318e-06,-0.026521441,0.0644452,-0.00016606875,0.06085746,0.22846542,-0.49947419,-0.15536063,0.19633225,0.99981826,0.00011249546,-0.026593965,0.0011602936,6161.5571,102.69262,18484.671,0.077354466,0.99988751,-2.991532e-06,0.1072928,-0.99033078,0.75677457,-3.4304978,-2.8616053,-2.5668048,0.48996502,False,ADF_p=0.7568; HL=6162>1440,6.81,False,,
CENTRALBK,IOB,0.418498,241,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1.0159493e-06,1e-06,0.0010079431,9.45e-08,0.09600721,4.9590388e-05,0.0070420443,2.0165198e-08,0.020486819,174506.23,3.943644,15,False,1.1121267,1.1098988,1.1099054,6.0753038e-06,0.0022279506,-0.4146061,-0.46796432,-0.34898965,0.0352406,6.111789e-07,1.4165289e-05,3.0861337e-05,0.13322507,-9.2437418e-06,0.0015770498,3.1720195e-07,0.0011420891,-0.63588361,48.576033,-0.024205201,0.024783071,0.54568203,0.60577392,4.4706516e-07,0.0012570167,1.1442341,0.019070569,3.4327023,0.0011420122,0.54565197,2.0312317e-07,0,-55.429724,0,-3.4304979,-2.8616054,-2.5668048,0.0069843747,False,HL=1.1<15,7.35,False,,
MPHASIS,WIPRO,0.418423,242,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.00061914195,0.024882563,1.6151385e-09,1.6151385e-09,91907.86,2.077014,15,False,0.66128552,0.64507456,0.65170051,0.0054945985,0.01621095,4.2955082,4.2926014,4.2939065,0.0010900821,5.9874637e-09,4.3020245e-08,7.1654541e-05,6.4275983e-06,-0.0092007517,0.027913269,-0.00012171327,0.024881091,0.31718687,-0.021848128,-0.060269673,0.070995063,0.99913674,0.00086332132,-0.00010522646,0.0010340767,802.88435,13.381406,2408.6531,0.024885796,0.99913705,-9.0805047e-08,6.2399453e-06,-3.9463052,0.0017192975,-3.4304978,-2.8616053,-2.5668048,0.47137421,True,PASS,6.73,False,,
BDL,BEML,0.418142,243,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0015234228,0.039031049,6.564166e-10,6.564166e-10,74718.232,1.688548,14,True,0.82085949,0.80322847,0.80997262,0.0037685364,0.017631029,1.1825388,1.1808855,1.1817625,0.0004842299,5.8338869e-09,4.3656828e-08,4.9788795e-05,2.837539e-06,-0.013585458,0.041865862,8.2287585e-05,0.039028892,-0.062323168,-0.75736057,-0.088860637,0.091397383,0.999479,0.00052672054,-0.0028262953,0.0012600177,1315.9676,21.932794,3947.9029,0.038821428,0.99947342,-1.4882758e-06,0.000299963,-2.665963,0.080115608,-3.4304978,-2.8616053,-2.5668048,0.46082931,False,ADF_p=0.0801,6.79,False,,
OFSS,PERSISTENT,0.417607,244,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,8.596345e-06,0.00017462342,0.0029319524,0.013214515,0.8123546,16.501913,0.0026806223,0.051774726,0.0032068468,0.065142866,78320.096,1.769946,15,False,0.57716425,0.54448632,0.53959251,0.015066773,0.032677924,3.9453185,4.5502924,4.3028233,0.1719276,0.054095577,3.9441815,0.038484591,0.1048716,1.7441578e-05,0.0011027726,1.9998768e-08,0.00058311215,-0.55492711,78.994911,-0.016988352,0.016840504,0.16983517,1.7729419,1.2407426e-09,0.0010980221,0.39095877,0.0065159795,1.1728763,0.00058310778,0.16983263,1.030024e-09,0,-70.817815,0,-3.4304979,-2.8616054,-2.5668048,-0.0092089801,False,HL=0.4<15,7.56,False,,
DLF,JIOFIN,0.417499,245,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0014963271,0.038682387,6.683031e-10,6.683031e-10,69675.053,1.574577,15,False,0.23195289,0.20630108,0.21305651,0.0080420583,0.025651816,5.2418448,5.2381106,5.2393794,0.0015043074,8.1559186e-09,4.3251392e-08,5.667426e-05,3.6642613e-06,-0.020916411,0.042817358,-0.00034824412,0.038683828,-1.0299041,0.71165858,-0.14571712,0.067073953,0.99966065,0.00034804641,-0.0018732029,0.0010078816,1991.5367,33.192278,5974.61,0.038201108,0.99965201,-6.5184811e-07,0.0024783093,-2.6244031,0.088057799,-3.4304978,-2.8616053,-2.5668048,0.48606952,False,ADF_p=0.0881; HL=1992>1440,7.03,False,,
MPHASIS,OFSS,0.416721,246,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.00079031569,0.028112554,1.2653172e-09,1.2653172e-09,64036.358,1.447149,15,False,0.63411006,0.59807218,0.62296197,0.01365901,0.036037886,2.2390343,2.2349396,2.2375968,0.0014442533,3.5348537e-09,4.3799345e-08,5.4980403e-05,3.4898714e-06,-0.024175382,0.036347227,0.00012420459,0.028124779,0.43287771,0.65375746,-0.080526169,0.086577257,0.99933665,0.00067439699,0.00096157108,0.0010245876,1027.8029,17.130048,3083.4087,0.027898207,0.99932583,6.4826202e-07,4.9362886e-05,-3.4530672,0.0092774795,-3.4304978,-2.8616053,-2.5668048,0.47649842,True,PASS,6.29,False,,
OFSS,TATAELXSI,0.416335,247,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,5.2710162e-06,9.29961e-05,0.0022958694,0.0096434485,0.49811103,8.7881314,0.0013339581,0.036523391,0.0039514107,0.069714409,92828.877,2.097828,15,False,0.62239537,0.62238604,0.60416662,0.01076566,9.3216047e-06,3.6845808,3.9876191,3.8366257,0.082868348,0.032875309,2.3054183,0.042166082,0.10244313,1.5158409e-05,0.0010706818,3.5295248e-08,0.000555931,0.14513308,51.524555,-0.015078659,0.015066683,0.12916478,2.0466643,3.7159905e-08,0.001124771,0.33867166,0.0056445276,1.016015,0.00055593727,0.12916505,3.2360144e-08,0,-71.723369,0,-3.4304979,-2.8616054,-2.5668048,-0.0090646884,False,HL=0.3<15,7.33,False,,
COCHINSHIP,RVNL,0.416099,248,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1.734903e-06,1e-12,0.0013171572,1e-06,0.16394834,9.45e-08,3.6691635e-06,0.0019155061,0.47283339,2.7254169e-07,171829.37,3.88315,15,False,1.6169586,1.6616225,1.6169455,0.021044593,0.0446639,-1.9103392,-1.9103342,-1.9103358,1.4573444e-06,1.1291281e-07,4.4249976e-08,0.16489029,4.8977224e-08,5.8656687e-06,0.0018818682,1.9901525e-08,0.00014880068,0.07568544,58.69527,-0.0031596282,0.0037652892,-0.46173017,20.723266,2.9546102e-08,0.00084974123,0.033447777,0.00055746295,0.10034333,0.00013199048,-0.46173669,2.9546102e-08,0,-79.276424,0,-3.4304979,-2.8616054,-2.5668048,-0.00061387222,False,HL=0.0<15,7.33,False,,
CANBK,JIOFIN,0.41574,249,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1.1239284e-06,1e-12,0.0010601549,1e-06,0.10621124,9.45e-08,2.2477157e-06,0.0014992384,0.50003141,4.4489613e-07,183111.4,4.138111,15,False,1.3663182,1.4002958,1.3949623,0.016941802,0.03397764,-2.786689,-2.7866855,-2.7866866,1.047544e-06,7.1788685e-08,4.4249973e-08,0.16960798,6.6939095e-08,4.5408061e-06,0.0011787274,7.487066e-09,9.3114236e-05,-0.048524341,21.623236,-0.0017421334,0.0015634746,-0.46520407,20.723266,9.0361422e-09,0.00053064823,0.033447777,0.00055746295,0.10034333,8.2425696e-05,-0.46520582,9.0361422e-09,0,-80.944834,0,-3.4304979,-2.8616054,-2.5668048,-0.00057504146,False,HL=0.0<15,7.53,False,,
GODREJPROP,PHOENIXLTD,0.415383,250,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0025372287,0.050370911,3.9413081e-10,3.9413081e-10,61436.118,1.388387,15,False,0.47501327,0.44999128,0.45344312,0.0054043868,0.025021989,4.1069651,4.1048616,4.1053501,0.00074921436,7.3400348e-09,4.3704475e-08,4.3816266e-05,2.08486e-06,-0.024024357,0.053649713,-0.00021869708,0.050369445,-0.96464241,0.85280603,-0.17841089,0.10087128,0.99975114,0.00027611027,-0.0067006737,0.0011237953,2510.3999,41.839998,7531.1997,0.047822351,0.99972393,-1.8498694e-06,0.0046192978,-2.5047639,0.11431952,-3.4304978,-2.8616053,-2.5668048,0.50102985,False,ADF_p=0.1143; HL=2510>1440,6.63,False,,
PERSISTENT,TATAELXSI,0.415123,251,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.00059614133,0.024416006,1.6774546e-09,1.6774546e-09,83586.127,1.888952,15,False,0.54626008,0.52967223,0.53370734,0.0067253004,0.016587851,4.0937058,4.0917407,4.0922508,0.00082774066,3.486565e-09,4.3702561e-08,6.1088082e-05,4.4364498e-06,-0.0091282565,0.031548122,-7.5396949e-05,0.024422758,-0.25732279,-0.067797588,-0.084188769,0.060602839,0.99895699,0.0010446026,-0.00012083191,0.0011157586,663.55108,11.059185,1990.6532,0.024410669,0.99895594,-1.2615543e-07,7.5813484e-07,-4.1768323,0.00072099246,-3.4304978,-2.8616053,-2.5668048,0.47779206,True,PASS,6.08,False,,
CDSL,MCX,0.414984,252,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0094459179,0.097190112,1.0586584e-10,1.0586584e-10,22213.69,0.502004,15,False,0.88711383,0.82339791,0.84177758,0.012362816,0.063715922,0.60722096,0.60261508,0.60489148,0.0015322944,1.2564849e-08,4.3933525e-08,3.4217282e-05,7.9882297e-07,-0.11422583,0.064387634,0.0015224051,0.097534316,-0.16447669,-0.17328011,-0.23603005,0.20854097,0.99992287,9.7003034e-05,-0.084365916,0.0012113448,7145.6237,119.09373,21436.871,0.086968126,0.999903,-8.1833529e-06,0.050206458,-1.6344327,0.46517133,-3.4304979,-2.8616053,-2.5668048,0.51739058,False,ADF_p=0.4652; HL=7146>1440,7.17,False,,
IRFC,PFC,0.414412,253,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0027925915,0.052844976,3.5809032e-10,3.5809032e-10,53895.591,1.217979,15,False,0.086088436,0.061490665,0.072513058,0.009635766,0.02459777,4.2507069,4.2468173,4.248661,0.0016103761,9.5123037e-09,4.3549363e-08,4.9568268e-05,2.2262594e-06,-0.029050424,0.060360014,0.00011043001,0.052877477,-0.22220418,-0.26406013,-0.15063679,0.16443836,0.99980774,0.00019069064,-0.0038855957,0.0010369497,3634.9303,60.582171,10904.791,0.053097982,0.99980933,-7.4087608e-07,0.020408334,-2.1137471,0.23902289,-3.4304978,-2.8616053,-2.5668048,0.51033959,False,ADF_p=0.2390; HL=3635>1440,7.52,False,,
INFY,KPITTECH,0.414307,254,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1.0144454e-05,0.00022304911,0.0031850359,0.014934829,0.95865087,21.078141,0.0053858807,0.073388559,0.0018835274,0.041413675,67034.29,1.514899,15,False,0.63886345,0.45422979,0.53608785,0.055113075,0.18463366,2.8003021,4.0303818,3.5926996,0.36971058,0.075249521,3.3511237,0.030487676,0.11106706,-7.5913454e-08,0.0012588471,1.3120946e-07,0.0007420214,-1.6711876,141.40667,-0.032016175,0.018855799,0.36386373,1.0110422,2.0013475e-07,0.0010550836,0.68557693,0.011426282,2.0567308,0.00074197154,0.3638396,1.273178e-07,0,-66.244874,0,-3.4304979,-2.8616054,-2.5668048,-0.0084016745,False,HL=0.7<15,7.65,False,,
CENTRALBK,UCOBANK,0.413723,255,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,1.0445133e-05,0.0032318931,9.5738372e-08,9.5738372e-08,-88929.559,-2.009708,15,False,0.95387248,0.95666236,0.96782887,0.0085255331,0.0027898823,0.37984937,0.38282533,0.38540225,0.0032237449,4.7439574e-09,4.0419274e-08,0.00034006288,8.8969181e-05,0.00028505797,0.011943421,1.7342463e-05,0.0093415316,-1.0558676,9.3162635,-0.057074078,0.042377194,0.99371807,0.006093219,-9.3569421e-05,0.0010486134,113.75714,1.8959524,341.27143,0.0094989808,0.99392531,-5.684055e-07,1.9266813e-30,-4.673151,9.4488447e-05,-3.4304979,-2.8616054,-2.5668048,0.36567086,True,PASS,7.26,False,,
INFY,OFSS,0.412612,256,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0042563738,0.065240891,2.3494177e-10,2.3494177e-10,30508.618,0.68946,15,False,0.75034725,0.71667489,0.74200266,0.013669218,0.033672361,0.60162028,0.59757759,0.60029552,0.0014518086,7.5446514e-09,4.3893555e-08,3.5882028e-05,1.2987434e-06,-0.054692846,0.08095494,0.00068071164,0.065170659,-1.1617533,0.18589861,-0.1771992,0.10240477,0.99988629,7.4114746e-05,-0.024847271,0.00098283134,9352.3518,155.87253,28057.056,0.080725675,0.99992589,-1.841481e-06,0.15063531,-0.75751537,0.83128429,-3.4304978,-2.8616053,-2.5668048,0.49959419,False,ADF_p=0.8313; HL=9352>1440,7.14,False,,
KPITTECH,PERSISTENT,0.412421,257,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0028065408,0.052976795,3.5631051e-10,3.5631051e-10,17838.201,0.403123,15,False,0.30384981,0.25112583,0.26911783,0.018450624,0.05272398,4.4687771,4.4632261,4.4653551,0.002187875,6.6983935e-09,4.3809761e-08,4.0200532e-05,1.786056e-06,-0.06206914,0.072233429,-0.00057588768,0.05545163,-0.58849375,-0.42613556,-0.16644984,0.11455587,0.99977403,0.00022177095,0.00040075884,0.0011789125,3125.5094,52.091823,9376.5281,0.055977595,0.99977825,8.8866814e-08,0.014112864,-2.1744346,0.21565471,-3.4304979,-2.8616054,-2.5668048,0.47666829,False,ADF_p=0.2157; HL=3126>1440,7.55,False,,
CDSL,RECLTD,0.412012,258,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,4.2002989e-07,1e-12,0.00064809713,1e-06,0.039692825,9.45e-08,8.7121253e-07,0.00093338766,0.48212104,1.1478255e-06,200857.45,4.539151,15,False,-0.32417278,-0.37159324,-0.35647039,0.016296982,0.047420463,9.2801341,9.2801227,9.2801263,3.53081e-06,2.5595247e-08,4.4249942e-08,0.16135714,1.6133561e-07,-6.6078468e-06,0.0013793284,-9.278108e-09,9.9755415e-05,-0.56386589,349.16106,-0.0045681502,0.0045391065,-0.42759229,20.723266,-1.6241744e-08,0.00058054085,0.033447777,0.00055746295,0.10034333,9.0175526e-05,-0.42758509,-1.6241744e-08,0,-78.519085,0,-3.4304979,-2.8616054,-2.5668048,-0.0012425728,False,HL=0.0<15,8.03,False,,
MOTHERSON,TMPV,0.411937,259,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,2.8025339e-05,0.0052938964,3.5681995e-08,3.5681995e-08,-555343.81,-12.550143,15,False,-0.22097138,-0.19766098,-0.21792502,0.010715673,0.023310394,6.0737116,6.0732165,6.0713296,0.0020573148,2.0845537e-09,4.3049226e-08,0.00021179728,3.0602926e-05,0.0027796447,0.030643364,-0.00011253205,0.021532456,-0.3245834,0.17578269,-0.073276554,0.065852304,0.99777341,0.0022243511,0.00012528166,0.0014377197,311.6177,5.1936283,934.8531,0.021555473,0.99777812,2.7836069e-07,1.2298543e-12,-6.8413241,1.7881646e-09,-3.4304978,-2.8616053,-2.5668048,0.48619604,True,PASS,6.79,False,,
BEL,RVNL,0.411373,260,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,3.2585269e-07,1e-06,0.00057083508,9.45e-08,0.030793079,0.00010747038,0.010366792,9.3048892e-09,0.0030320231,157508.44,3.559513,15,False,1.0598229,1.0603165,1.0603426,2.5405617e-05,0.00049367912,-0.083668357,0.14440367,-0.0094664906,0.12244681,2.2610733e-07,1.2747109e-05,2.0095093e-05,0.053536231,9.4511139e-05,0.0037849318,1.778413e-06,0.0026099196,-0.4813271,13.465264,-0.033101141,0.024078537,0.87724601,0.13097517,1.4916753e-06,0.0013357562,5.292203,0.088203383,15.876609,0.0026098631,0.87723956,1.8311872e-07,0,-39.784155,0,-3.4304979,-2.8616054,-2.5668048,0.11845002,False,HL=5.3<15,7.18,False,,
PNB,RECLTD,0.411339,261,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.00099865982,0.031601579,1.001342e-09,1.001342e-09,76979.374,1.739647,15,False,0.19981675,0.171719,0.18627404,0.0081227338,0.028097749,3.668113,3.6644621,3.6670062,0.0014297262,6.44353e-09,4.3292617e-08,6.2426493e-05,4.4450747e-06,-0.015380631,0.036785344,-0.00013716915,0.031602242,0.39050277,0.7587664,-0.092608373,0.092615195,0.99952971,0.00049154983,-0.0021706737,0.00096932234,1410.126,23.502099,4230.3779,0.030915014,0.99950857,-1.0667321e-06,0.00037474373,-3.2142089,0.019176806,-3.4304979,-2.8616053,-2.5668048,0.48454082,True,PASS,7.83,False,,
HDFCLIFE,SBILIFE,0.411149,262,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0003445602,0.018562333,2.9022505e-09,2.9022505e-09,90503.692,2.045281,15,False,0.20295354,0.17665233,0.18876506,0.011023039,0.026301211,5.0902434,5.0865698,5.0882313,0.0015137313,3.1652549e-09,4.3566341e-08,7.6145908e-05,6.5496055e-06,-0.011145068,0.024091779,-5.8111699e-05,0.018561407,-0.092295492,1.5135133,-0.073075936,0.057843755,0.99914784,0.00084933209,0.00011270437,0.00076644979,816.10855,13.601809,2448.3257,0.018596446,0.99915103,9.5682799e-08,7.5869342e-06,-4.1414103,0.00082664364,-3.4304978,-2.8616053,-2.5668048,0.4823428,True,PASS,6.23,False,,
HUDCO,RVNL,0.410746,263,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,6.8284146e-07,1e-12,0.00082634222,1e-06,0.064528518,9.45e-08,1.5347488e-06,0.0012388498,0.44492066,6.5157241e-07,191700.53,4.332215,15,False,1.2817188,1.303684,1.2624127,0.015403629,0.021965186,-1.9182582,-1.9182496,-1.9182523,2.529899e-06,4.7896458e-08,4.4249938e-08,0.16433121,1.236605e-07,2.8084133e-06,0.0014500852,1.4073092e-08,0.00012193454,0.64707938,54.43918,-0.0024473493,0.0031091438,-0.46143559,20.723266,1.983125e-08,0.00069643733,0.033447777,0.00055746295,0.10034333,0.00010817775,-0.46143756,1.983125e-08,0,-81.497715,0,-3.4304979,-2.8616054,-2.5668048,-0.00060677331,False,HL=0.0<15,7.26,False,,
JINDALSTEL,SAIL,0.410684,264,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0017123364,0.041380387,5.839974e-10,5.839974e-10,68873.771,1.556469,15,False,0.98502444,0.95869553,0.971745,0.005521939,0.026328913,2.1285804,2.1253131,2.1276911,0.00098635779,9.0578978e-09,4.3264897e-08,6.3829493e-05,3.3894433e-06,-0.020811675,0.044682828,0.00050507819,0.041376008,-0.84024215,0.15101403,-0.12514132,0.081219893,0.99959988,0.0003250392,-0.0095273296,0.0011705416,2132.5034,35.541723,6397.5101,0.04590965,0.99967501,-3.0962524e-06,0.0078346639,-1.9569795,0.30574861,-3.4304978,-2.8616053,-2.5668048,0.47550775,False,ADF_p=0.3057; HL=2133>1440,7.7,False,,
BDL,SOLARINDS,0.410497,265,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,0.00016078925,1e-06,0.01268027,9.45e-08,15.194584,0.0019090297,0.043692445,5.2382631e-10,0.08422564,91335.486,2.064079,15,False,-1.4534575,-1.4524491,-1.4524499,7.7117076e-07,0.0010084323,21.129529,21.462018,21.061848,0.16657077,6.4965879e-06,0.0011065394,7.6863398e-06,0.25111615,3.0535736e-05,0.0038705669,-4.2096836e-07,0.0023283881,-0.25603228,29.342059,-0.045330182,0.039281758,0.53714981,0.62146934,-3.6405676e-07,0.0025958925,1.1153361,0.018588935,3.3460083,0.0023284228,0.5371546,-1.68502e-07,0,-63.696104,0,-3.4304979,-2.8616054,-2.5668048,-0.0055088,False,HL=1.1<15,7.2,False,,
BANKBARODA,CENTRALBK,0.410371,266,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,9.3796891e-06,1e-06,0.0030626278,9.45e-08,0.88638062,0.0004532459,0.021289573,2.2063079e-09,0.020694482,126377.84,2.855996,15,False,0.89708518,0.89631685,0.89631786,7.7857698e-07,0.00076832948,2.4320828,2.521867,2.434645,0.031932544,5.2083481e-06,0.00012213069,3.0088771e-05,0.13385193,1.4758573e-05,0.0016806249,2.5793711e-07,0.0011596639,-0.15411861,45.089932,-0.027468545,0.023930338,0.64309096,0.44151634,1.2480599e-07,0.0010896564,1.5699242,0.026165403,4.7097725,0.0011595812,0.64306058,4.4548176e-08,0,-54.026373,0,-3.4304979,-2.8616054,-2.5668048,0.013157585,False,HL=1.6<15,7.5,False,,
IRFC,JIOFIN,0.410247,267,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1.0107701e-07,1e-12,0.0003179261,1e-06,0.0095517772,9.45e-08,3.0774176e-07,0.00055474477,0.32844749,3.2494777e-06,228091.56,5.154611,15,False,-0.086486256,-0.11941509,-0.10284377,0.018444288,0.032928834,5.252584,5.2525437,5.2525571,1.2619113e-05,1.0833441e-08,4.424971e-08,0.16503518,7.0917142e-07,-4.4465006e-06,0.0011458165,-1.0730466e-08,0.00012376025,0.4627249,155.99335,-0.0037308943,0.0041003633,-0.39566104,20.723266,-1.810078e-08,0.00073173937,0.033447777,0.00055746295,0.10034333,0.00011366122,-0.39565862,-1.810078e-08,0,-77.373459,0,-3.4304979,-2.8616054,-2.5668048,-0.0018183257,False,HL=0.0<15,7.87,False,,
OFSS,TECHM,0.410213,268,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,9.0106009e-06,0.0030017663,1.1098039e-07,1.1098039e-07,-711629.8,-16.082029,15,False,-0.26971262,-0.24654892,-0.27693788,0.016714969,0.023163701,10.978672,10.978644,10.975559,0.002471338,1.221193e-09,4.3428492e-08,0.00034784012,4.4747016e-05,0.0015201561,0.01940435,-2.5419775e-05,0.013322342,-0.43816022,1.4852552,-0.071893358,0.061302079,0.99578338,0.0042046164,5.6845336e-05,0.0012247192,164.85385,2.7475641,494.56154,0.013355445,0.99580421,2.3851105e-07,3.4340478e-22,-9.8630008,4.1847012e-17,-3.4304979,-2.8616054,-2.5668048,0.49251164,True,PASS,7.11,False,,
CANBK,PFC,0.410002,269,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.00087430351,0.029568624,1.1437676e-09,1.1437676e-09,62071.765,1.402752,15,False,0.70545814,0.65944242,0.68290784,0.015906347,0.046015721,0.87790326,0.87076625,0.87461643,0.0026062463,5.8330149e-09,4.335194e-08,6.4222364e-05,4.6273071e-06,-0.029925321,0.034666378,0.00018311851,0.029566463,0.3086621,-0.70012746,-0.065879849,0.074866418,0.9994691,0.00052752936,0.00062853934,0.00096356774,1313.95,21.899166,3941.8499,0.029664971,0.99947261,3.3148551e-07,0.00033119379,-3.0704433,0.028819253,-3.4304979,-2.8616054,-2.5668048,0.49360815,True,PASS,7.53,False,,
ADANIGREEN,TATAPOWER,0.409719,270,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.00014387353,0.011994729,6.9505491e-09,6.9505491e-09,-1217359.6,-27.510953,15,False,-1.8860954,-1.8171738,-1.8865644,0.037474988,0.068921521,18.175768,18.185253,18.174752,0.0057840817,3.0960553e-09,4.316774e-08,0.00010971675,1.2790425e-05,0.019521595,0.092454932,-0.00035707788,0.064459898,-0.90468333,0.88536705,-0.24580281,0.13676795,0.99913785,0.00084735569,0.00082270502,0.0026772483,818.01206,13.633534,2454.0362,0.065034047,0.999153,6.9682851e-07,8.8939835e-06,-4.2542212,0.00053267257,-3.4304979,-2.8616053,-2.5668048,0.50471047,True,PASS,7.32,False,,
GRSE,ZENTEC,0.40956,271,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1.6704719e-08,1e-12,0.00012924674,1e-06,0.0015785959,9.45e-08,1.021811e-06,0.0010108467,0.016348149,9.7865453e-07,213941.12,4.834828,15,False,-0.12437474,-0.12108309,-0.13166177,0.012385097,0.003291658,8.7789057,8.7788029,8.7788376,3.1514266e-05,1.2035113e-08,4.4249277e-08,0.081637742,1.3574024e-06,3.6985089e-07,0.0018762801,-9.4549461e-08,0.00075842944,-0.98379621,98.579902,-0.021648243,0.021624991,-0.019860377,20.723266,-1.5738155e-07,0.0048810831,0.033447777,0.00055746295,0.10034333,0.00075817962,-0.019857555,-1.5738155e-07,0,-74.733753,0,-3.4304979,-2.8616054,-2.5668048,-0.0077594567,False,HL=0.0<15,8.03,False,,
