symbol_a,symbol_b,pearson_rho
AJANTPHARM,GODREJPROP,0.119887
BERGEPAINT,VOLTAS,0.119886
BLUESTARCO,NAVA,0.119886
CONCOR,POLYMED,0.119885
KPIL,YESBANK,0.119884
GODREJCP,ICICIBANK,0.119883
CIPLA,VEDL,0.11988
ELECON,KAJARIACER,0.119876
INDUSINDBK,NATCOPHARM,0.119875
BLS,MANKIND,0.119875
IDEA,LTM,0.119874
EMAMILTD,IEX,0.119873
PHOENIXLTD,SAMMAANCAP,0.119873
FORCEMOT,SARDAEN,0.119873
APOLLOHOSP,NLCINDIA,0.119873
CYIENT,SBICARD,0.119872
BRIGADE,FACT,0.119872
360ONE,OIL,0.119868
JWL,UBL,0.119866
DEEPAKNTR,PAYTM,0.119866
IGIL,JKTYRE,0.119866
JIOFIN,MRF,0.119863
SONACOMS,SUNPHARMA,0.119863
ASIANPAINT,JINDALSAW,0.119863
CEMPRO,LTFOODS,0.119863
IFCI,POLYMED,0.119861
ASTRAL,INTELLECT,0.119859
ACUTAAS,RECLTD,0.119858
NSLNISP,POLICYBZR,0.119858
BLUESTARCO,HDFCBANK,0.119854
SONATSOFTW,TATACONSUM,0.119853
GLENMARK,ICICIBANK,0.119852
KALYANKJIL,RRKABEL,0.119852
PGEL,RKFORGE,0.119851
DIVISLAB,REDINGTON,0.11985
GRANULES,INDUSTOWER,0.119842
GMDCLTD,WHIRLPOOL,0.119841
FSL,VBL,0.11984
CLEAN,RHIM,0.119839
BANKBARODA,CASTROLIND,0.119835
GLENMARK,HINDCOPPER,0.119835
IDEA,UNITDSPR,0.119834
BHARTIARTL,RPOWER,0.119834
GRANULES,LODHA,0.119833
ABDL,ENGINERSIN,0.11983
TATACONSUM,TATAINVEST,0.11983
BATAINDIA,PNBHOUSING,0.119829
JUBLPHARMA,NHPC,0.119828
SBFC,VOLTAS,0.119828
POLICYBZR,PREMIERENE,0.119826
PIDILITIND,VMM,0.119825
AXISBANK,KARURVYSYA,0.119824
ADANIENSOL,APTUS,0.119824
BAJAJFINSV,SWANCORP,0.119822
JBCHEPHARM,SBICARD,0.119821
BLUESTARCO,DEVYANI,0.11982
NAVINFLUOR,RVNL,0.119818
ELGIEQUIP,MAPMYINDIA,0.119818
ASTRAL,HYUNDAI,0.119817
FEDERALBNK,NIACL,0.119816
CCL,ELECON,0.119815
SAIL,SUNPHARMA,0.119815
COROMANDEL,EIDPARRY,0.119814
CARTRADE,RVNL,0.119811
J&KBANK,ONGC,0.119809
ABB,TMCV,0.119806
MAPMYINDIA,NMDC,0.119804
ICICIBANK,SAIL,0.1198
PRESTIGE,WHIRLPOOL,0.119799
PWL,UCOBANK,0.119797
HINDPETRO,NIACL,0.119796
ALKEM,JSL,0.119794
ABFRL,HDFCLIFE,0.119793
MOTHERSON,TENNIND,0.119793
ANANTRAJ,MEDANTA,0.119793
ICICIBANK,OFSS,0.11979
ABREL,APLAPOLLO,0.11979
POWERGRID,SWANCORP,0.119788
CAPLIPOINT,GRSE,0.119786
ASTERDM,MAZDOCK,0.119785
MGL,NSLNISP,0.119785
JSL,OFSS,0.119784
BRITANNIA,MCX,0.119783
LUPIN,TRIDENT,0.119783
CYIENT,PAGEIND,0.11978
LTFOODS,NTPCGREEN,0.119779
MUTHOOTFIN,SONATSOFTW,0.119775
CHOLAHLDNG,HDFCAMC,0.119773
BAJAJHFL,GRANULES,0.119772
GODFRYPHLP,SBIN,0.119769
NAUKRI,NLCINDIA,0.119767
CARTRADE,HUDCO,0.119765
AMBUJACEM,ECLERX,0.119764
MAPMYINDIA,PETRONET,0.119763
MAZDOCK,NEULANDLAB,0.119763
RBLBANK,RHIM,0.119762
SONATSOFTW,ULTRACEMCO,0.119759
ASTRAL,INDIACEM,0.119756
PARADEEP,SYNGENE,0.119755
EICHERMOT,GVT&D,0.119755
COALINDIA,SUPREMEIND,0.119754
ATGL,MARICO,0.119754
HDFCLIFE,TRIDENT,0.119753
BIOCON,SAILIFE,0.119751
ABLBL,HAL,0.119751
IOB,TECHM,0.11975
NSLNISP,SOBHA,0.119749
AWL,UNITDSPR,0.119745
INFY,MANAPPURAM,0.119744
AJANTPHARM,RECLTD,0.119741
MSUMI,OFSS,0.11974
SAIL,TATAINVEST,0.11974
BSE,TATACAP,0.11974
PATANJALI,SHREECEM,0.119739
RAILTEL,TBOTEK,0.119739
CEMPRO,MAPMYINDIA,0.119739
FINCABLES,LTTS,0.119736
HAVELLS,THERMAX,0.119735
HYUNDAI,IFCI,0.119735
MRPL,WIPRO,0.119735
INDUSINDBK,LATENTVIEW,0.119734
CLEAN,SOLARINDS,0.119733
APTUS,JKTYRE,0.119732
DLF,SAILIFE,0.119732
GODFRYPHLP,PIIND,0.119729
BEL,RHIM,0.119728
ASTRAL,ONGC,0.119728
APOLLOTYRE,SUPREMEIND,0.119728
CARTRADE,HBLENGINE,0.119727
JAINREC,RECLTD,0.119727
SJVN,TBOTEK,0.119727
GODFRYPHLP,POWERGRID,0.119726
BELRISE,TMCV,0.119725
AUBANK,CHAMBLFERT,0.119725
NSLNISP,TITAN,0.119724
BOSCHLTD,ELECON,0.119723
BLS,HINDCOPPER,0.119721
LATENTVIEW,MSUMI,0.119721
BANDHANBNK,MINDACORP,0.11972
HSCL,JWL,0.11972
AARTIIND,RELIANCE,0.119719
ATHERENERG,IDBI,0.119716
PCBL,WIPRO,0.119714
CCL,EIDPARRY,0.119713
REDINGTON,TATACHEM,0.119712
GPIL,SBFC,0.11971
APOLLOHOSP,GODFRYPHLP,0.11971
TATACONSUM,ZENTEC,0.119709
CREDITACC,LTF,0.119706
DEVYANI,TATACHEM,0.119705
APLAPOLLO,CHENNPETRO,0.119698
DATAPATTNS,INDIACEM,0.119697
ENDURANCE,NMDC,0.119697
GRANULES,PETRONET,0.119697
ABDL,DEEPAKFERT,0.119696
GROWW,INDIANB,0.119695
FIVESTAR,GMDCLTD,0.119692
CHOLAHLDNG,KEC,0.119692
CCL,VOLTAS,0.119689
CGCL,GMRAIRPORT,0.119688
NLCINDIA,POONAWALLA,0.119687
INDGN,JMFINANCIL,0.119686
GMDCLTD,TATACOMM,0.119686
GODREJCP,KOTAKBANK,0.119684
INDGN,IOB,0.119682
PAYTM,SBFC,0.119682
KIRLOSENG,WELCORP,0.119681
NH,SBICARD,0.119681
ANTHEM,IREDA,0.119681
DALBHARAT,TCS,0.11968
GMRAIRPORT,JUBLPHARMA,0.11968
PWL,SCI,0.119675
ESCORTS,SUPREMEIND,0.119675
KPIL,OBEROIRLTY,0.119674
JYOTICNC,TORNTPOWER,0.119674
OLECTRA,SUMICHEM,0.119672
JUBLPHARMA,NCC,0.119671
FSL,GRAPHITE,0.11967
CHENNPETRO,SRF,0.119668
KOTAKBANK,NAUKRI,0.119666
ACUTAAS,MAHABANK,0.119664
DEVYANI,ZENTEC,0.119661
GMDCLTD,NH,0.119658
COROMANDEL,PIIND,0.119656
AFFLE,GPIL,0.119652
OIL,SBICARD,0.11965
FIVESTAR,INDIANB,0.11965
ATHERENERG,JMFINANCIL,0.11965
GODFRYPHLP,HINDPETRO,0.119648
SAILIFE,TATAPOWER,0.119648
ASTRAL,RKFORGE,0.119648
DIVISLAB,TATAINVEST,0.119647
CASTROLIND,EXIDEIND,0.119647
ACMESOLAR,ANGELONE,0.119645
BIOCON,TATACHEM,0.119644
BSOFT,NATCOPHARM,0.119643
JSWINFRA,SHREECEM,0.119641
NEULANDLAB,RVNL,0.119641
360ONE,INDIACEM,0.11964
SRF,WOCKPHARMA,0.119639
KALYANKJIL,KPIL,0.119638
SCI,TATACOMM,0.119638
AXISBANK,HINDCOPPER,0.119637
ASHOKLEY,CEMPRO,0.119637
UNITDSPR,WELSPUNLIV,0.119635
GRAVITA,KPIL,0.119632
CEATLTD,GRAVITA,0.119631
JSL,TEJASNET,0.11963
FACT,HINDCOPPER,0.119629
FORCEMOT,FSL,0.119628
M&MFIN,MRPL,0.119628
BAJFINANCE,HYUNDAI,0.119627
MAXHEALTH,TECHNOE,0.119627
ARE&M,DALBHARAT,0.119627
ETERNAL,NIACL,0.119626
FORCEMOT,IGL,0.119626
SHREECEM,TECHNOE,0.119625
MFSL,ZENTEC,0.119625
PVRINOX,RVNL,0.119623
GPIL,PAGEIND,0.119622
APARINDS,NYKAA,0.119622
APARINDS,DELHIVERY,0.11962
CONCOR,URBANCO,0.119619
CAPLIPOINT,OLECTRA,0.119616
IEX,SBFC,0.119615
GROWW,ZENTEC,0.119614
ICICIBANK,UNITDSPR,0.119614
GABRIEL,NETWEB,0.119614
CGCL,ENGINERSIN,0.11961
LTF,NAVA,0.119606
IDBI,TECHM,0.119603
CASTROLIND,GMRAIRPORT,0.119603
BSOFT,MCX,0.119602
HINDUNILVR,RITES,0.119601
DALBHARAT,PCBL,0.1196
CUMMINSIND,DEVYANI,0.119599
LTTS,MMTC,0.119599
ACC,HINDUNILVR,0.119598
TEJASNET,WELCORP,0.119598
LTTS,PCBL,0.119591
JSWCEMENT,UNOMINDA,0.119589
HYUNDAI,LICI,0.119582
GLENMARK,NETWEB,0.119581
SOLARINDS,UTIAMC,0.11958
CLEAN,RKFORGE,0.119578
ENRIN,PCBL,0.119577
EIDPARRY,OLAELEC,0.119576
HDBFS,TATASTEEL,0.119574
MAHABANK,NH,0.119574
CEMPRO,NYKAA,0.119573
CEATLTD,SBICARD,0.119572
MMTC,ULTRACEMCO,0.119572
CRISIL,PFC,0.119571
PPLPHARMA,RHIM,0.119571
ABB,WOCKPHARMA,0.119571
JUBLINGREA,SCI,0.119571
AARTIIND,GODFRYPHLP,0.119569
RHIM,UPL,0.119568
ANGELONE,BBTC,0.119567
AFCONS,BLUESTARCO,0.119566
OFSS,SAMMAANCAP,0.119563
LLOYDSME,MPHASIS,0.119562
IDEA,PIDILITIND,0.119562
HBLENGINE,TECHM,0.119561
JINDALSAW,RKFORGE,0.119557
HINDPETRO,TATACHEM,0.119555
GRAVITA,INDIGO,0.11955
BDL,VTL,0.119548
ICICIGI,NSLNISP,0.119546
CEATLTD,OLAELEC,0.119546
FINCABLES,ZYDUSLIFE,0.119544
CHAMBLFERT,PHOENIXLTD,0.11954
BRIGADE,LAURUSLABS,0.11954
FSL,KEI,0.119538
360ONE,UTIAMC,0.119538
ABREL,NEWGEN,0.119537
BBTC,CLEAN,0.119536
DEEPAKNTR,JSWENERGY,0.119535
BHARATFORG,FACT,0.119534
BAJAJHLDNG,JSWINFRA,0.119533
GESHIP,NETWEB,0.119528
JSWSTEEL,NAM-INDIA,0.119528
ACUTAAS,RVNL,0.119526
AFFLE,KEI,0.119525
CGCL,PFC,0.119522
ACUTAAS,BANKINDIA,0.119522
KPRMILL,SONACOMS,0.119521
RAILTEL,SCHAEFFLER,0.119519
ANANTRAJ,TENNIND,0.119518
ASTERDM,BDL,0.119517
ECLERX,HCLTECH,0.119517
IIFL,MRPL,0.119517
CGPOWER,TATACAP,0.119514
FIVESTAR,LICI,0.119513
ACMESOLAR,BELRISE,0.119513
DEVYANI,UNOMINDA,0.119511
EMMVEE,IRCTC,0.11951
KPRMILL,PNBHOUSING,0.119508
M&MFIN,TEJASNET,0.119508
AIIL,CGPOWER,0.119508
DABUR,ITI,0.119508
BALRAMCHIN,CAMS,0.119507
AXISBANK,MPHASIS,0.1195
BHEL,KPRMILL,0.119499
AEGISLOG,IRCTC,0.119499
LEMONTREE,UTIAMC,0.119498
JYOTICNC,KIRLOSENG,0.119496
JINDALSAW,WHIRLPOOL,0.119495
AUBANK,CHENNPETRO,0.119495
BERGEPAINT,GODREJPROP,0.119494
BBTC,EIDPARRY,0.119492
AUROPHARMA,SONATSOFTW,0.119489
JBCHEPHARM,YESBANK,0.119488
KFINTECH,TATACHEM,0.119488
AUBANK,CYIENT,0.119488
SIGNATURE,UCOBANK,0.119488
MPHASIS,TATAINVEST,0.119487
LEMONTREE,MAPMYINDIA,0.119487
BAJFINANCE,WOCKPHARMA,0.119486
AFFLE,KAYNES,0.119485
KOTAKBANK,PIIND,0.119483
ADANIENSOL,ZENSARTECH,0.119483
JINDALSTEL,ZENSARTECH,0.119483
ALKEM,INDIGO,0.119482
EIDPARRY,INDIACEM,0.119482
GICRE,RBLBANK,0.119482
CARTRADE,IOB,0.119479
MPHASIS,SBILIFE,0.119479
APARINDS,TORNTPOWER,0.119479
BLUESTARCO,RRKABEL,0.119476
JPPOWER,VMM,0.119476
ESCORTS,TRIDENT,0.119474
GRSE,HEXT,0.119474
FACT,PETRONET,0.119473
APOLLOTYRE,GMDCLTD,0.119472
NTPCGREEN,OFSS,0.11947
ABDL,INDIANB,0.119467
HEXT,RITES,0.119466
ABB,TTML,0.119464
GPIL,NAUKRI,0.119463
KIRLOSENG,SARDAEN,0.119461
DEVYANI,SIEMENS,0.11946
ENRIN,TATAINVEST,0.119459
ABDL,GPIL,0.119454
PFC,URBANCO,0.119454
CANBK,CASTROLIND,0.119448
HDBFS,J&KBANK,0.119447
AFFLE,AMBER,0.119443
CCL,ZEEL,0.119442
BELRISE,ESCORTS,0.119442
DABUR,DEEPAKNTR,0.119441
PREMIERENE,ZENSARTECH,0.119441
ITC,KFINTECH,0.11944
KARURVYSYA,KEI,0.119439
BAJFINANCE,FIVESTAR,0.119438
GRAPHITE,NIACL,0.119435
CANBK,SIGNATURE,0.119434
HINDUNILVR,JKTYRE,0.119431
CHOLAHLDNG,JWL,0.11943
AIIL,BANKINDIA,0.119429
NIACL,WHIRLPOOL,0.119429
HOMEFIRST,KFINTECH,0.119429
JIOFIN,SHYAMMETL,0.119427
HDFCBANK,ONGC,0.119426
ADANIENSOL,NEWGEN,0.119425
EMAMILTD,MMTC,0.119424
CHALET,HBLENGINE,0.119423
ATHERENERG,WAAREEENER,0.11942
HDBFS,RBLBANK,0.11942
ABLBL,FINCABLES,0.11942
AWL,PATANJALI,0.119419
GLENMARK,WELCORP,0.119418
BAJAJFINSV,IGL,0.119416
AIIL,CAMS,0.119416
COROMANDEL,VOLTAS,0.119414
DIXON,PWL,0.119413
ADANIGREEN,RHIM,0.119413
USHAMART,WELSPUNLIV,0.119413
CEMPRO,LAURUSLABS,0.119413
RVNL,STARHEALTH,0.119412
BSE,NAVA,0.119412
BANKINDIA,MEDANTA,0.119412
CLEAN,OBEROIRLTY,0.119408
ECLERX,PFC,0.119404
ABFRL,AUBANK,0.119404
CESC,FORCEMOT,0.1194
DEVYANI,LAURUSLABS,0.119398
TATACHEM,ZYDUSLIFE,0.119398
APARINDS,JPPOWER,0.119397
HYUNDAI,IDFCFIRSTB,0.119396
BAJAJHLDNG,SONATSOFTW,0.119393
ABFRL,WELCORP,0.119393
AFFLE,TRIDENT,0.119392
OFSS,TEJASNET,0.119391
FSL,IDFCFIRSTB,0.119386
JSL,MPHASIS,0.119386
EMAMILTD,JSWENERGY,0.119385
TRENT,URBANCO,0.119384
ABLBL,MAHABANK,0.119383
CONCOR,TMCV,0.119383
BOSCHLTD,HFCL,0.119383
CIEINDIA,MOTHERSON,0.119381
ADANIGREEN,BALRAMCHIN,0.119381
BHARATFORG,RHIM,0.119381
ATGL,HDFCLIFE,0.11938
APOLLOTYRE,PNBHOUSING,0.119378
ABB,GABRIEL,0.119377
BANKINDIA,CIEINDIA,0.119377
APOLLOHOSP,BRIGADE,0.119375
AJANTPHARM,PFC,0.119375
ECLERX,NETWEB,0.119374
ADANIGREEN,CHOLAHLDNG,0.119373
GODREJIND,GRSE,0.119373
KALYANKJIL,RHIM,0.119372
PETRONET,TEJASNET,0.119367
BRIGADE,LT,0.119364
DATAPATTNS,PAGEIND,0.119364
ATGL,IIFL,0.119361
AJANTPHARM,TATATECH,0.11936
ARE&M,CHENNPETRO,0.119357
ENRIN,ITCHOTELS,0.119356
BAJAJHFL,BBTC,0.119354
CCL,SONATSOFTW,0.119352
MOTILALOFS,RKFORGE,0.119352
BBTC,BIOCON,0.119351
MSUMI,TORNTPOWER,0.11935
CCL,PRESTIGE,0.11935
OLAELEC,TORNTPOWER,0.119348
ELGIEQUIP,ULTRACEMCO,0.119345
ALKEM,PAGEIND,0.119344
ADANIPOWER,KIRLOSENG,0.119341
CASTROLIND,JMFINANCIL,0.11934
TRENT,TTML,0.11934
ITC,JKTYRE,0.119339
NUVOCO,TATATECH,0.119338
AFFLE,HDFCAMC,0.119337
CCL,JKTYRE,0.119335
AWL,CYIENT,0.119334
KIRLOSENG,LAURUSLABS,0.119333
IDFCFIRSTB,LATENTVIEW,0.119333
JYOTICNC,SAIL,0.119331
INTELLECT,NATCOPHARM,0.11933
HEROMOTOCO,TATACHEM,0.11933
CONCOR,GVT&D,0.119329
ABB,FSL,0.119328
GMRAIRPORT,RHIM,0.119328
ECLERX,LICHSGFIN,0.119325
TATACOMM,UNIONBANK,0.119325
EMAMILTD,FORTIS,0.119322
POONAWALLA,TATACAP,0.119321
FORTIS,UTIAMC,0.119321
CHAMBLFERT,MANKIND,0.11932
ICICIPRULI,JBCHEPHARM,0.119319
NUVOCO,RECLTD,0.119318
BOSCHLTD,TCS,0.119317
CYIENT,POWERGRID,0.119315
HDFCLIFE,PREMIERENE,0.119313
FINCABLES,SBICARD,0.119309
JMFINANCIL,SAPPHIRE,0.119309
TIINDIA,VEDL,0.119308
ABB,MAPMYINDIA,0.119308
PRESTIGE,RHIM,0.119307
GODREJPROP,SUMICHEM,0.119306
PWL,ZEEL,0.119303
FORCEMOT,NTPC,0.119302
ENRIN,PETRONET,0.1193
CYIENT,FACT,0.1193
CCL,NMDC,0.119299
HBLENGINE,NUVOCO,0.119299
EIDPARRY,M&M,0.119297
ABFRL,PAGEIND,0.119294
SAILIFE,SYRMA,0.119294
BLUEJET,MOTHERSON,0.119293
AWL,BIOCON,0.119293
ACC,KPRMILL,0.119293
ANGELONE,TATACOMM,0.119293
GAIL,INDGN,0.119291
EXIDEIND,NUVOCO,0.119291
CAMS,WHIRLPOOL,0.11929
ACE,OLAELEC,0.11929
ABREL,TEJASNET,0.119287
MCX,NATCOPHARM,0.119285
NAVINFLUOR,PARADEEP,0.119284
CCL,PNB,0.119282
ATHERENERG,ZENTEC,0.119282
AXISBANK,KEC,0.119281
INDIACEM,SYRMA,0.119281
DELHIVERY,UTIAMC,0.11928
KAYNES,TATACHEM,0.119279
SARDAEN,SUMICHEM,0.119278
ABREL,TORNTPOWER,0.119278
COFORGE,PCBL,0.119278
ARE&M,GICRE,0.119277
MAPMYINDIA,POLYCAB,0.119277
FORTIS,TATACHEM,0.119277
CLEAN,ITI,0.119276
ABLBL,NUVAMA,0.119275
GPIL,NH,0.119274
AWL,BBTC,0.11927
LGEINDIA,RAILTEL,0.119268
GVT&D,KFINTECH,0.119268
CHOLAFIN,ITI,0.119267
INDGN,WELSPUNLIV,0.119267
SOBHA,TATATECH,0.119266
NESTLEIND,NSLNISP,0.119263
MARUTI,NAM-INDIA,0.119262
ACMESOLAR,AMBUJACEM,0.119261
AIIL,HDFCAMC,0.119261
ABLBL,ZENTEC,0.119256
ACE,CHALET,0.119255
HEG,IDEA,0.119254
LATENTVIEW,TATASTEEL,0.119254
ANANTRAJ,BLUEJET,0.119254
HDFCAMC,KIRLOSENG,0.119252
EMAMILTD,TATATECH,0.119252
ABSLAMC,VOLTAS,0.119252
LAURUSLABS,TEJASNET,0.119251
BSOFT,NLCINDIA,0.11925
ATHERENERG,TIINDIA,0.119249
GMDCLTD,INDIACEM,0.119249
BSE,LTFOODS,0.119248
GESHIP,POWERINDIA,0.119247
INOXWIND,UBL,0.119247
HINDALCO,TORNTPHARM,0.119247
HDFCLIFE,PCBL,0.119246
CUB,MSUMI,0.119244
GVT&D,SAIL,0.119243
DMART,GPIL,0.119242
RKFORGE,WELCORP,0.119242
CONCORDBIO,IRFC,0.119242
PAGEIND,VMM,0.11924
HEROMOTOCO,TATACAP,0.119239
CHALET,TECHNOE,0.119239
HOMEFIRST,JBMA,0.119238
KEC,TRITURBINE,0.119236
KEC,PATANJALI,0.119234
CAPLIPOINT,SONATSOFTW,0.119234
KARURVYSYA,SAGILITY,0.119233
HINDCOPPER,SBICARD,0.119229
AFCONS,IOB,0.119227
CCL,YESBANK,0.119226
HDBFS,SBICARD,0.119225
CAMS,HOMEFIRST,0.119225
TATACHEM,VMM,0.119225
ABSLAMC,JKTYRE,0.119223
EICHERMOT,ENRIN,0.119222
PCBL,SAMMAANCAP,0.11922
DRREDDY,SCI,0.119219
AJANTPHARM,FORTIS,0.119218
CLEAN,NAVA,0.119218
COCHINSHIP,MRF,0.119218
CANFINHOME,MAHABANK,0.119216
IGL,MARUTI,0.119216
CHAMBLFERT,PREMIERENE,0.119215
HUDCO,SUMICHEM,0.119213
BLS,MRPL,0.119212
CREDITACC,IFCI,0.119211
COALINDIA,JINDALSAW,0.11921
BAJFINANCE,FSL,0.119209
INDIAMART,JWL,0.119207
DABUR,EIDPARRY,0.119207
AUROPHARMA,ONGC,0.119204
PIDILITIND,ZENSARTECH,0.1192
ITC,TIINDIA,0.1192
FORCEMOT,NUVAMA,0.119197
BAJAJHFL,IGIL,0.119197
JBMA,NESTLEIND,0.119196
DEVYANI,SWANCORP,0.119193
NAM-INDIA,ULTRACEMCO,0.119192
ABB,NH,0.119191
CUB,LICI,0.119191
HDBFS,NSLNISP,0.119188
IRCON,JKCEMENT,0.119187
ABREL,AWL,0.119186
DEEPAKNTR,REDINGTON,0.119186
ASTRAL,UTIAMC,0.119185
ENRIN,TRIDENT,0.119185
APARINDS,SARDAEN,0.119182
COCHINSHIP,SCHAEFFLER,0.119182
DEEPAKFERT,ULTRACEMCO,0.119181
BLUESTARCO,JSWCEMENT,0.11918
ABLBL,LEMONTREE,0.119178
HUDCO,NAVINFLUOR,0.119176
BAJAJFINSV,CEATLTD,0.119175
AARTIIND,UTIAMC,0.119175
PAYTM,TATACOMM,0.119175
BATAINDIA,PIIND,0.119174
FLUOROCHEM,IREDA,0.119174
JUBLFOOD,ZENSARTECH,0.119173
JIOFIN,UBL,0.119172
AFFLE,PGEL,0.119172
POWERINDIA,TITAN,0.119171
ATGL,BRIGADE,0.119171
ASHOKLEY,RHIM,0.119171
KAJARIACER,SCI,0.119167
PGEL,TATACAP,0.119164
ARE&M,SBFC,0.119161
CESC,MANKIND,0.11916
NESTLEIND,TORNTPHARM,0.11916
BSOFT,SBIN,0.11916
JINDALSAW,OFSS,0.119159
SOLARINDS,ZENSARTECH,0.119157
ASTRAL,TTML,0.119155
TMCV,WELSPUNLIV,0.119154
LLOYDSME,OIL,0.119154
BSOFT,CEATLTD,0.119151
EICHERMOT,NEWGEN,0.119147
CHALET,ETERNAL,0.119142
PAYTM,TATACAP,0.119139
SAPPHIRE,TATATECH,0.119136
POONAWALLA,TATACONSUM,0.119134
ENGINERSIN,MFSL,0.119134
DALBHARAT,IDEA,0.119133
GICRE,JWL,0.119133
BEML,GLAXO,0.11913
MAHABANK,UTIAMC,0.119128
ASAHIINDIA,MAZDOCK,0.119127
MSUMI,NAM-INDIA,0.119124
DEEPAKFERT,PATANJALI,0.119124
BLS,HDFCLIFE,0.119123
NH,SYNGENE,0.119122
BRIGADE,DELHIVERY,0.119119
AFFLE,IDBI,0.119118
BELRISE,HYUNDAI,0.119117
BAJAJHFL,GICRE,0.119116
KPRMILL,UPL,0.119115
MFSL,REDINGTON,0.119113
NETWEB,SARDAEN,0.119112
AAVAS,SUZLON,0.119112
CHOICEIN,GRASIM,0.119111
ABFRL,NAVA,0.119109
APARINDS,IOC,0.119108
INDIGO,POONAWALLA,0.119107
HINDCOPPER,MARUTI,0.119106
HYUNDAI,TRENT,0.119102
ECLERX,MAHABANK,0.1191
NYKAA,OLAELEC,0.119099
JUBLPHARMA,JWL,0.119098
CRAFTSMAN,JWL,0.119097
FIRSTCRY,VOLTAS,0.119096
ITC,MAHABANK,0.119096
JYOTICNC,NAVA,0.119094
BALRAMCHIN,OLECTRA,0.119094
BRIGADE,EIDPARRY,0.119093
CHENNPETRO,TEJASNET,0.119093
ADANIPOWER,KARURVYSYA,0.11909
BALRAMCHIN,JKTYRE,0.119089
LEMONTREE,MANKIND,0.119087
ATHERENERG,ZEEL,0.119087
KALYANKJIL,NAVA,0.119087
GODFRYPHLP,M&MFIN,0.119086
ETERNAL,WOCKPHARMA,0.119086
AARTIIND,GABRIEL,0.119086
JUBLINGREA,LICI,0.119085
MANAPPURAM,RKFORGE,0.119085
CEMPRO,KIRLOSENG,0.119082
CLEAN,IEX,0.119081
POLYCAB,SBFC,0.11908
DRREDDY,INFY,0.119079
ATHERENERG,OBEROIRLTY,0.119077
MEDANTA,NHPC,0.119076
CHENNPETRO,TRIDENT,0.119076
GLAXO,JIOFIN,0.119075
LICHSGFIN,USHAMART,0.119074
JKCEMENT,UNOMINDA,0.119073
ASIANPAINT,SONATSOFTW,0.119073
AUROPHARMA,BLS,0.119071
FORCEMOT,LATENTVIEW,0.119069
POLICYBZR,VEDL,0.119067
ELGIEQUIP,LUPIN,0.119067
BELRISE,NAVA,0.119066
ASIANPAINT,PCBL,0.119066
ERIS,IREDA,0.119065
DABUR,JYOTICNC,0.119065
CHOLAHLDNG,LODHA,0.119065
HAL,KPIL,0.119064
BRIGADE,GPIL,0.119063
BBTC,GRAPHITE,0.119062
JPPOWER,JSWCEMENT,0.11906
DALBHARAT,FINCABLES,0.11906
PARADEEP,WHIRLPOOL,0.119059
MARICO,ZENTEC,0.119058
LTTS,RELIANCE,0.119056
LICI,TMCV,0.119054
ABREL,BAJAJ-AUTO,0.119054
AIIL,SHRIRAMFIN,0.119053
MUTHOOTFIN,WELSPUNLIV,0.119053
HINDALCO,INTELLECT,0.119052
ICICIGI,JINDALSAW,0.119051
MANAPPURAM,TTML,0.119051
CESC,KIRLOSENG,0.119049
CUB,SONACOMS,0.119047
GESHIP,LICI,0.119047
NEWGEN,POWERGRID,0.119047
DEVYANI,PETRONET,0.119047
HCLTECH,PAGEIND,0.119046
ALKEM,UCOBANK,0.119046
COROMANDEL,TATAPOWER,0.119042
AWL,TATACHEM,0.119039
ACMESOLAR,JKTYRE,0.119036
GICRE,MOTILALOFS,0.119035
AJANTPHARM,RITES,0.119035
BATAINDIA,TRENT,0.119033
NLCINDIA,WIPRO,0.119033
PARADEEP,RHIM,0.119033
HAVELLS,KAJARIACER,0.119031
RBLBANK,RKFORGE,0.11903
APOLLOTYRE,PAYTM,0.119028
COALINDIA,TARIL,0.119028
ELGIEQUIP,WHIRLPOOL,0.119027
POLYCAB,TTML,0.119026
ASTERDM,COCHINSHIP,0.119026
DEVYANI,GABRIEL,0.119025
HINDUNILVR,RBLBANK,0.119025
ICICIGI,NLCINDIA,0.119025
CAPLIPOINT,JKTYRE,0.119023
SAMMAANCAP,TIINDIA,0.11902
CESC,LUPIN,0.11902
DMART,NETWEB,0.119019
ENRIN,MANKIND,0.119017
ABDL,POLYCAB,0.119016
OLAELEC,VBL,0.119015
MRPL,SAMMAANCAP,0.119015
GROWW,SBIN,0.119015
SAGILITY,SWANCORP,0.119012
INOXWIND,MRF,0.119012
LTF,MAPMYINDIA,0.119011
CLEAN,HDFCAMC,0.119011
AFFLE,AWL,0.119009
JINDALSAW,SWIGGY,0.119009
JSWCEMENT,WELCORP,0.119005
NAM-INDIA,WELSPUNLIV,0.119004
ARE&M,LTM,0.119001
MMTC,POONAWALLA,0.118999
FACT,GODFRYPHLP,0.118997
BANKINDIA,SIGNATURE,0.118997
DLF,FIRSTCRY,0.118996
ATGL,AUBANK,0.118994
PWL,TATAELXSI,0.118994
BRITANNIA,HINDZINC,0.118989
AJANTPHARM,TATAPOWER,0.118989
INFY,NCC,0.118988
BEML,CIEINDIA,0.118987
INFY,POLYCAB,0.118986
GLENMARK,TECHM,0.118985
AMBUJACEM,KPIL,0.118984
BPCL,WELCORP,0.118984
GRSE,INDGN,0.118984
ITI,MARUTI,0.118982
